priority_rank,content_id,client_id,priority_score,recommended_action,reason_codes,search_volume,impressions_90d,clicks_90d,trend_pct,days_since_last_update,word_count,content_age_days
185,content_3998fa62076b,client_25fc0e7096,0.9673590866633344,Monitor,REVIEW,,3,0,,8,4521.0,131
186,content_8bfe979e0c76,client_25fc0e7096,0.9673088108011625,Monitor,REVIEW,,3,0,,8,4684.0,121
187,content_94991fe6268c,client_19581e27de,0.9672956171684082,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,7,0,-100.0,313,,313
188,content_6ee56c9a4d2c,client_25fc0e7096,0.9672934274278073,Monitor,REVIEW,,3,0,,8,4486.0,133
189,content_a16ae32317ef,client_25fc0e7096,0.9672176864007807,Monitor,REVIEW,,3,0,,8,4663.0,133
190,content_087e2764a864,client_25fc0e7096,0.9672049979251187,Monitor,REVIEW,,3,0,,8,4615.0,108
191,content_15673b2146ec,client_8722616204,0.9671908271955764,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,5,0,,104,5123.0,145
192,content_d75c230dce33,client_25fc0e7096,0.967172694885942,Monitor,REVIEW,,3,0,,6,4589.0,113
193,content_c047cc8ba840,client_e29c9c180c,0.967131841958997,Monitor,REVIEW,10.0,2,0,,20,5074.0,228
194,content_05b36e1a765e,client_4ec9599fc2,0.9670764316068052,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",40.0,1,0,,104,,445
195,content_b42044589109,client_6208ef0f77,0.9670334366885884,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, VISIBLE, MULTIPLE_SIGNALS",30.0,10805,1,-20.0,104,6062.0,299
196,content_04ef39c4a3dc,client_25fc0e7096,0.9669764008893843,Monitor,REVIEW,,3,0,,8,4552.0,135
197,content_2035903cff6a,client_25fc0e7096,0.9669435891775525,Monitor,REVIEW,,3,0,,8,4701.0,119
198,content_d177d93fd9ef,client_e29c9c180c,0.9668934580068738,Monitor,HIGH_DEMAND,30.0,2,0,0.0,20,5184.0,230
199,content_653cf745741c,client_25fc0e7096,0.9668836850199799,Monitor,REVIEW,,3,0,,6,5030.0,111
200,content_ebc4e2ba09d8,client_25fc0e7096,0.9668042432241768,Monitor,REVIEW,,3,0,,8,4590.0,111
201,content_2a7716c616c8,client_8722616204,0.9667982990115022,Freshness review,STALE,10.0,7,0,,104,6005.0,140
202,content_c979a888e4ab,client_8527a891e2,0.9667807591940416,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,2,0,-100.0,104,4272.0,277
203,content_42fa044e3f1f,client_8722616204,0.9667531975175961,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,2,0,,104,4743.0,140
204,content_c294dad2c029,client_25fc0e7096,0.9667238823885552,Monitor,REVIEW,,3,0,,8,4627.0,111
205,content_3e6203ac624d,client_8527a891e2,0.9666970680962484,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",6600.0,3,0,-50.0,20,3754.0,348
206,content_91fa52b219ee,client_25fc0e7096,0.9666772293252339,Monitor,REVIEW,,3,0,,8,4719.0,123
207,content_6f114d5a41ca,client_6208ef0f77,0.9666705139536073,Freshness review,STALE,0.0,51,0,138.5,104,6453.0,229
208,content_b3ac8b7a0020,client_e29c9c180c,0.9666608986632461,Monitor,REVIEW,10.0,2,0,,20,4954.0,228
209,content_e567c0640145,client_25fc0e7096,0.9666118711688814,Monitor,REVIEW,,3,0,,8,4494.0,138
210,content_47d62e68cd7a,client_8527a891e2,0.9665573950879911,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,2,0,-100.0,20,3802.0,309
211,content_9d99e9896d15,client_25fc0e7096,0.9665428569288492,Monitor,REVIEW,,3,0,,8,4429.0,132
212,content_848ba4e50cc4,client_25fc0e7096,0.96654197224228,Monitor,REVIEW,,3,0,,6,4604.0,110
213,content_ea722ae8d999,client_25fc0e7096,0.9665415126436859,Monitor,REVIEW,,3,0,,8,4560.0,135
214,content_dec8916cf762,client_0b918943df,0.9665366052277586,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",1000.0,3,0,-100.0,8,4505.0,132
215,content_44a98a5798c9,client_25fc0e7096,0.9665181991651743,Monitor,REVIEW,,3,0,,6,4679.0,111
216,content_006f466746a7,client_8527a891e2,0.9665131187463116,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",260.0,2,0,,104,3373.0,348
217,content_2829e5ebbc0f,client_25fc0e7096,0.9664465261684966,Monitor,REVIEW,,3,0,,8,4502.0,135
218,content_9c9f51b4a04c,client_25fc0e7096,0.9664444515125991,Monitor,REVIEW,,3,0,,8,4448.0,132
219,content_a56c7e0238af,client_a88a7902cb,0.9664380967269899,Monitor,DECLINING,10.0,9,0,-100.0,28,4900.0,148
220,content_47b5c8fb55b3,client_e29c9c180c,0.9664002057528481,Monitor,REVIEW,10.0,1,0,,20,4544.0,230
221,content_df34036c8115,client_a88a7902cb,0.9661959083120802,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",14800.0,25,0,-83.3,8,3719.0,153
222,content_0117b4c461ef,client_8722616204,0.9661950358174374,Freshness review,STALE,10.0,1,0,,104,4965.0,145
223,content_9bb78e058f1d,client_8527a891e2,0.9661928072677831,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",6600.0,2,0,-100.0,20,3212.0,348
224,content_e6cf793cdfe1,client_6208ef0f77,0.9661742233892712,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,10,0,-100.0,104,6486.0,229
225,content_a3357c727fdd,client_25fc0e7096,0.9660144494786818,Monitor,REVIEW,,3,0,,8,4810.0,137
226,content_b8e22edc50d5,client_25fc0e7096,0.9660108587677885,Monitor,REVIEW,,3,0,,8,4580.0,99
227,content_9a2d36ea9c95,client_e29c9c180c,0.9659896261386293,Monitor,HIGH_DEMAND,30.0,4,0,,20,5483.0,230
228,content_02a3ec14005a,client_e29c9c180c,0.9659491304333678,Monitor,REVIEW,10.0,1,0,,20,4844.0,230
229,content_7ed0e66ba933,client_624b60c58c,0.9659461690224632,Monitor,DECLINING,,1,0,-100.0,20,4871.0,309
230,content_d549181e572d,client_25fc0e7096,0.9659071546375818,Monitor,REVIEW,,3,0,,8,4558.0,137
231,content_8c46756b6c80,client_25fc0e7096,0.9658417441136685,Monitor,REVIEW,,3,0,,8,4560.0,116
232,content_3b50b0c27334,client_8527a891e2,0.9658300493668259,Freshness review,STALE,10.0,1,0,,104,3808.0,310
233,content_9de9afdada19,client_8527a891e2,0.9657976410738381,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",720.0,1,0,-100.0,20,4303.0,348
234,content_753f37356231,client_25fc0e7096,0.9657868599062363,Monitor,REVIEW,,3,0,,8,4443.0,132
235,content_daf960b7a850,client_25fc0e7096,0.9657609131976855,Monitor,REVIEW,,3,0,,8,4614.0,99
236,content_065f14ac78d6,client_25fc0e7096,0.965742274890789,Monitor,REVIEW,,3,0,,8,4578.0,109
237,content_449e4fc6e934,client_25fc0e7096,0.9657165157743011,Monitor,REVIEW,,3,0,,6,4300.0,122
238,content_cece5e81e621,client_25fc0e7096,0.9657079606099712,Monitor,REVIEW,,3,0,,8,4338.0,133
239,content_5b2a1bcda1a8,client_25fc0e7096,0.9656875017722959,Monitor,REVIEW,,3,0,,8,4645.0,102
240,content_c6def923d5dd,client_25fc0e7096,0.9656634997836662,Monitor,REVIEW,,3,0,,8,4450.0,135
241,content_1d4d4b523cd2,client_25fc0e7096,0.9656090097110434,Monitor,REVIEW,,3,0,,8,4491.0,130
242,content_2b7d65690a1d,client_25fc0e7096,0.9656070981181898,Monitor,REVIEW,,3,0,,8,4506.0,132
243,content_a94c5712e712,client_25fc0e7096,0.9655841177557787,Monitor,REVIEW,,3,0,,8,4555.0,97
244,content_2c603b919de6,client_25fc0e7096,0.9655592380503719,Monitor,REVIEW,,3,0,,8,4523.0,112
245,content_d6a142efd11f,client_a88a7902cb,0.9655317434185574,Monitor,REVIEW,0.0,1,0,,28,5126.0,182
246,content_08304e8c86f6,client_25fc0e7096,0.9655277523267078,Monitor,REVIEW,,3,0,,8,4479.0,117
247,content_9c3a91bb80ab,client_e29c9c180c,0.9654972898256317,Monitor,REVIEW,10.0,1,0,,20,4796.0,225
248,content_8c7b97e2b3ad,client_25fc0e7096,0.9654472127900894,Monitor,REVIEW,,3,0,,6,4485.0,110
249,content_c90c7cab5965,client_8527a891e2,0.9654197980819645,Investigate and refresh,"DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",1600.0,6,0,-100.0,20,4109.0,348
250,content_9e8d88f19c29,client_25fc0e7096,0.965394690702555,Monitor,REVIEW,,3,0,,8,4556.0,123
251,content_83d06f59852a,client_25fc0e7096,0.9653403419397664,Monitor,REVIEW,,3,0,,8,4419.0,138
252,content_28b150108783,client_25fc0e7096,0.9653395543656845,Monitor,REVIEW,,3,0,,6,4375.0,140
253,content_47757540a16b,client_8527a891e2,0.9653132955939411,Freshness review,STALE,0.0,5,0,,104,4022.0,276
254,content_601d123f3287,client_25fc0e7096,0.9651898193244696,Monitor,REVIEW,,3,0,,8,4535.0,127
255,content_ba0e6fe37e0f,client_25fc0e7096,0.9651822635521823,Monitor,REVIEW,,3,0,,8,4294.0,135
256,content_c53eafdb8772,client_8722616204,0.9651561166090368,Freshness review,STALE,10.0,21,0,850.0,104,5643.0,189
257,content_602eb901a4a6,client_25fc0e7096,0.9651073910966205,Monitor,REVIEW,,3,0,,8,4363.0,133
258,content_8a666a4c9db6,client_25fc0e7096,0.9650935365028321,Monitor,REVIEW,,3,0,,8,4507.0,112
259,content_79fbccf1a0d3,client_e29c9c180c,0.9650884741823655,Monitor,DECLINING,10.0,1,0,-100.0,20,5013.0,228
260,content_a2c1b46b4782,client_25fc0e7096,0.9650772006724888,Monitor,REVIEW,,3,0,,6,4462.0,110
261,content_cc2169ad5d2a,client_25fc0e7096,0.965066117672664,Monitor,REVIEW,,3,0,,8,4346.0,133
262,content_be2d3db65f78,client_8722616204,0.9650641068103267,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,5,0,,104,5046.0,145
263,content_6397758d2032,client_e29c9c180c,0.9650098965832239,Monitor,REVIEW,10.0,2,0,0.0,20,4872.0,230
264,content_5662a410e03e,client_25fc0e7096,0.9649920839251641,Monitor,REVIEW,,3,0,,6,4400.0,104
265,content_ea2f8e784c3e,client_25fc0e7096,0.9649467153900836,Monitor,REVIEW,,3,0,,6,4640.0,116
266,content_149c671a2a91,client_6208ef0f77,0.964929990761852,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,15,0,-50.0,235,5127.0,236
267,content_e2c0bda43874,client_a88a7902cb,0.964896976776003,Monitor,REVIEW,10.0,1,0,,20,4595.0,153
268,content_61cecd36561e,client_25fc0e7096,0.9648920791073021,Monitor,REVIEW,,3,0,,8,4276.0,138
269,content_5decb7e8784b,client_e29c9c180c,0.9648861014708863,Monitor,REVIEW,0.0,4,0,,20,4694.0,225
270,content_25a9a6de32d0,client_25fc0e7096,0.9648615526342705,Monitor,REVIEW,,3,0,,6,4491.0,117
271,content_57ca8070379d,client_e629fa6598,0.9648552655063521,Monitor,HIGH_DEMAND,4400.0,3,0,,20,,490
272,content_835a36182e78,client_25fc0e7096,0.9648389323352621,Monitor,REVIEW,,3,0,,8,4404.0,116
273,content_d967b521631c,client_25fc0e7096,0.9648286222942578,Monitor,REVIEW,,3,0,,8,4447.0,98
274,content_a3af3b8346d8,client_25fc0e7096,0.9648127299775356,Monitor,REVIEW,,3,0,,6,4384.0,128
275,content_4595e8704e07,client_8527a891e2,0.9648107963571085,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",90.0,4,0,-100.0,104,3666.0,348
276,content_828e07a53e62,client_25fc0e7096,0.9647850381192974,Monitor,REVIEW,,3,0,,8,4283.0,134
277,content_361ff48c7148,client_e29c9c180c,0.9647814518452441,Monitor,REVIEW,10.0,2,0,0.0,20,4839.0,230
278,content_bd91e21791bb,client_e29c9c180c,0.9647774065282555,Monitor,DECLINING,10.0,3,0,-50.0,20,5108.0,225
279,content_bce06780f4b7,client_8527a891e2,0.9647539923464823,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,2,0,,104,3712.0,310
280,content_e065bb9a28c5,client_e29c9c180c,0.9647458665762587,Monitor,HIGH_DEMAND,20.0,6,0,,20,5367.0,230
281,content_2a0e5d999eb3,client_8527a891e2,0.9647190442171787,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,1,0,,104,3717.0,309
282,content_75114b088b25,client_25fc0e7096,0.9647146333332132,Monitor,REVIEW,,3,0,,8,4379.0,130
283,content_06286d2866fe,client_e29c9c180c,0.9647051628027077,Monitor,REVIEW,10.0,2,0,,20,4916.0,225
284,content_5e18c9cba4fb,client_25fc0e7096,0.9646300000754127,Monitor,REVIEW,,3,0,,8,4400.0,116
285,content_4688b93476a1,client_8527a891e2,0.9646133905760211,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,4,0,-100.0,104,4228.0,127
286,content_ab9d4ae7ae96,client_e29c9c180c,0.9646065841741794,Monitor,REVIEW,0.0,1,0,,20,4964.0,225
287,content_1028a51005e4,client_25fc0e7096,0.9645879031254527,Monitor,REVIEW,,3,0,,6,4431.0,113
288,content_dd99201151d5,client_25fc0e7096,0.9645845447798549,Monitor,REVIEW,,3,0,,6,4376.0,111
289,content_528dd3f16345,client_6208ef0f77,0.9645768329848883,Monitor,REVIEW,0.0,17,0,0.0,20,5557.0,223
290,content_bc08e3d4730d,client_25fc0e7096,0.964574482022077,Monitor,REVIEW,,3,0,,8,4337.0,138
291,content_4bae3a5c53d4,client_25fc0e7096,0.9645619683886245,Monitor,REVIEW,,3,0,,8,4403.0,140
292,content_96430b55f86c,client_8722616204,0.9645082368286897,Monitor,HIGH_DEMAND,50.0,17,0,225.0,20,5808.0,183
293,content_9da19b2cac84,client_8527a891e2,0.9644730073606547,Monitor,HIGH_DEMAND,140.0,1,0,,20,4001.0,310
294,content_413022fc71f6,client_25fc0e7096,0.9644440459483105,Monitor,REVIEW,,3,0,,6,4423.0,120
295,content_be6f15a032f0,client_25fc0e7096,0.9643883547441874,Monitor,REVIEW,,3,0,,8,4433.0,118
296,content_8042e8fafe51,client_25fc0e7096,0.9643849587718589,Monitor,REVIEW,,3,0,,6,4313.0,117
297,content_9d70410bbefe,client_8527a891e2,0.9643790798587426,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",320.0,5,0,-100.0,104,3919.0,348
298,content_467784932d6c,client_6208ef0f77,0.9643568733502236,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,29,0,-100.0,104,5451.0,236
299,content_5f0126ed81ea,client_25fc0e7096,0.9643523627732902,Monitor,REVIEW,,3,0,,6,4395.0,104
300,content_6d5874398f8c,client_25fc0e7096,0.9643282588266038,Monitor,REVIEW,,3,0,,8,4879.0,137
301,content_41ca2c391010,client_25fc0e7096,0.9643101790100221,Monitor,REVIEW,,3,0,,8,4325.0,134
302,content_f5b46eaf049c,client_25fc0e7096,0.964300478566815,Monitor,REVIEW,,3,0,,8,4764.0,111
303,content_041468ec46b7,client_25fc0e7096,0.9642937329345365,Monitor,REVIEW,,3,0,,8,4338.0,131
304,content_ae7894184b99,client_25fc0e7096,0.964283231677107,Monitor,REVIEW,,3,0,,8,4367.0,117
305,content_83b975d21166,client_25fc0e7096,0.9642552265012548,Monitor,REVIEW,,3,0,,6,4508.0,103
306,content_2244e70744cc,client_25fc0e7096,0.9641977671761854,Monitor,REVIEW,,3,0,,8,4296.0,112
307,content_40a1b2d5d242,client_25fc0e7096,0.9641516014771662,Monitor,REVIEW,,3,0,,8,4389.0,121
308,content_da4145924178,client_8527a891e2,0.9641491848738407,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,6,0,,104,3580.0,413
309,content_9ccc00b81e1a,client_25fc0e7096,0.9641426901394012,Monitor,REVIEW,,3,0,,8,4347.0,113
310,content_a6ace000ad44,client_25fc0e7096,0.9641398300777079,Monitor,REVIEW,,3,0,,8,4415.0,120
311,content_51ae37cc76d9,client_25fc0e7096,0.9640762484201622,Monitor,REVIEW,,3,0,,8,4287.0,138
312,content_c8b651521833,client_25fc0e7096,0.9640724450415975,Monitor,REVIEW,,3,0,,8,4349.0,139
313,content_4166e0d28bc4,client_25fc0e7096,0.9640622760814416,Monitor,REVIEW,,3,0,,8,4348.0,97
314,content_0c366aa403d0,client_25fc0e7096,0.9640471837985951,Monitor,REVIEW,,3,0,,8,4173.0,126
315,content_09de6a891f9c,client_e29c9c180c,0.9640316918185563,Monitor,HIGH_DEMAND,20.0,2,0,,20,4681.0,230
316,content_a688193f68c2,client_25fc0e7096,0.9640212624949366,Monitor,REVIEW,,3,0,,6,4440.0,104
317,content_92a5d2709aa9,client_25fc0e7096,0.9640206824575211,Monitor,REVIEW,,3,0,,8,4677.0,111
318,content_986ce83b6909,client_25fc0e7096,0.9640123573752521,Monitor,REVIEW,,3,0,,8,4467.0,91
319,content_5e3a1131af5b,client_25fc0e7096,0.9640045184846668,Monitor,REVIEW,,3,0,,8,4311.0,120
320,content_c031081382ae,client_25fc0e7096,0.9640037178460017,Monitor,REVIEW,,3,0,,8,4294.0,138
321,content_41ed0c0a8068,client_25fc0e7096,0.9639976690199028,Monitor,REVIEW,,3,0,,8,4590.0,113
322,content_4672b4a65a9b,client_25fc0e7096,0.9639579199648947,Monitor,REVIEW,,3,0,,8,4354.0,125
323,content_e06bb249d20f,client_25fc0e7096,0.9639542042936823,Monitor,REVIEW,,3,0,,8,4322.0,118
324,content_41e4a152c4a7,client_25fc0e7096,0.9639268645767151,Monitor,REVIEW,,3,0,,8,4344.0,131
325,content_dc15af7f9670,client_624b60c58c,0.9639171603291434,Monitor,HIGH_DEMAND,3600.0,8,0,,8,3986.0,132
326,content_e30e543bea81,client_25fc0e7096,0.9638828694328075,Monitor,REVIEW,,3,0,,8,4288.0,131
327,content_f929940c7735,client_25fc0e7096,0.963882174622328,Monitor,REVIEW,,3,0,,8,4369.0,132
328,content_9d6ade9c60de,client_e29c9c180c,0.9638738933499963,Monitor,HIGH_DEMAND,20.0,1,0,,20,4635.0,230
329,content_df005ceb74cc,client_25fc0e7096,0.9638550456365318,Monitor,REVIEW,,3,0,,8,4209.0,113
330,content_b4acf154448d,client_8527a891e2,0.9638458227555259,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,2,0,,104,3708.0,277
331,content_d425cf673ff2,client_25fc0e7096,0.9638399738056147,Monitor,REVIEW,,3,0,,8,4154.0,138
332,content_91c4532851dd,client_25fc0e7096,0.9638226678589327,Monitor,REVIEW,,3,0,,8,4317.0,123
333,content_f9e6e09a7a20,client_25fc0e7096,0.963790020227302,Monitor,REVIEW,,3,0,,8,4393.0,117
334,content_e5f42a071ed2,client_25fc0e7096,0.963782191343669,Monitor,REVIEW,,3,0,,8,4369.0,126
335,content_5261b0b8655e,client_25fc0e7096,0.963771843444572,Monitor,REVIEW,,3,0,,8,4171.0,118
336,content_933ee5e4db57,client_25fc0e7096,0.9637631048472673,Monitor,REVIEW,,3,0,,8,4266.0,103
337,content_0345ec6a66a5,client_25fc0e7096,0.9637597621758096,Monitor,REVIEW,,3,0,,8,4187.0,133
338,content_f0073262bb16,client_25fc0e7096,0.9637565675273514,Monitor,REVIEW,,3,0,,8,4225.0,108
339,content_ca579e81217b,client_0b918943df,0.9637042024702531,Monitor,HIGH_DEMAND,1600.0,5,0,,8,4047.0,133
340,content_5e287883e0f5,client_25fc0e7096,0.9636980399973883,Monitor,REVIEW,,3,0,,8,4510.0,102
341,content_9417eca478d3,client_25fc0e7096,0.9636921813928127,Monitor,REVIEW,,3,0,,8,4155.0,130
342,content_81eabdd8bb9a,client_25fc0e7096,0.9635777822903852,Monitor,REVIEW,,3,0,,6,4410.0,106
343,content_21d95276ab0a,client_25fc0e7096,0.9635721267393048,Monitor,REVIEW,,3,0,,8,4232.0,131
344,content_81a16ef4d700,client_6208ef0f77,0.9635579568326413,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,8370,0,-51.7,104,5454.0,139
345,content_9ec9c09eec4b,client_e29c9c180c,0.9634724244042195,Monitor,REVIEW,10.0,2,0,0.0,20,4653.0,230
346,content_d57da445509c,client_25fc0e7096,0.9634594656077881,Monitor,REVIEW,,3,0,,8,4247.0,114
347,content_d645cfe66a78,client_8527a891e2,0.9634207650605541,Monitor,HIGH_DEMAND,30.0,4,0,,20,3568.0,309
348,content_03f110ff58fa,client_25fc0e7096,0.9633830401017793,Monitor,REVIEW,,3,0,,8,4411.0,102
349,content_6cf281d68b56,client_25fc0e7096,0.9633587505677527,Monitor,REVIEW,,3,0,,8,4248.0,99
350,content_3bd6b51afe07,client_8722616204,0.9633572147509947,Freshness review,STALE,10.0,7,0,,104,3756.0,140
351,content_a860ee9e7ae4,client_8527a891e2,0.9633508265735051,Refresh and review,"STALE, DECLINING, HIGH_DEMAND, MULTIPLE_SIGNALS",20.0,1,0,-100.0,104,4049.0,127
352,content_7aabe77b2387,client_25fc0e7096,0.9633503879616995,Monitor,REVIEW,,3,0,,6,4279.0,119
353,content_c3c858ba3d33,client_25fc0e7096,0.9633170543439652,Monitor,REVIEW,,3,0,,8,4170.0,140
354,content_d67ed233baac,client_8527a891e2,0.9632935581610168,Freshness review,STALE,10.0,5,0,,104,3691.0,310
355,content_a5d21b8dd6f8,client_25fc0e7096,0.9632791543771156,Monitor,REVIEW,,3,0,,8,4184.0,130
356,content_735cee2da51f,client_25fc0e7096,0.9632724903492424,Monitor,REVIEW,,3,0,,8,4276.0,110
357,content_9b2e11e58f78,client_a88a7902cb,0.9632542793820151,Monitor,REVIEW,0.0,4,0,,28,4828.0,148
358,content_ff7f46bd2c17,client_8527a891e2,0.9632127761471316,Monitor,REVIEW,10.0,2,0,0.0,20,4057.0,90
359,content_826a08e53f6f,client_25fc0e7096,0.9632036533527432,Monitor,REVIEW,,3,0,,6,4240.0,140
360,content_5da0714af488,client_25fc0e7096,0.9632018069475398,Monitor,REVIEW,,3,0,,8,4136.0,136
361,content_28900601bd6c,client_25fc0e7096,0.9631931614009854,Monitor,REVIEW,,3,0,,8,4280.0,116
362,content_a81639945303,client_8527a891e2,0.9631848411622494,Monitor,HIGH_DEMAND,590.0,1,0,,20,3994.0,310
363,content_00ce7a27ff8b,client_25fc0e7096,0.9631595263260441,Monitor,REVIEW,,3,0,,8,4384.0,111
364,content_26ea0867f071,client_25fc0e7096,0.9631412747629222,Monitor,REVIEW,,3,0,,8,4348.0,107
365,content_5433b3747132,client_e29c9c180c,0.963137967387403,Monitor,REVIEW,0.0,2,0,0.0,20,4667.0,225
366,content_b02a49492d84,client_624b60c58c,0.9631195082486653,Monitor,REVIEW,,12,0,,20,4951.0,302
367,content_c2e897c70cef,client_8527a891e2,0.963107723598516,Monitor,HIGH_DEMAND,140.0,1,0,,20,4058.0,348
368,content_1298bc1e12be,client_25fc0e7096,0.9630566602475302,Monitor,REVIEW,,3,0,,8,4211.0,118
369,content_875772299a90,client_25fc0e7096,0.963025422917973,Monitor,REVIEW,,3,0,,6,4255.0,123
370,content_fbbf07dc82fa,client_25fc0e7096,0.9630042848059204,Monitor,REVIEW,,3,0,,8,4236.0,104
371,content_24b94d4be21c,client_25fc0e7096,0.9629229259593358,Monitor,REVIEW,,3,0,,8,4139.0,131
372,content_84e9d43ca93e,client_e629fa6598,0.962902484539824,Monitor,HIGH_DEMAND,720.0,2,0,0.0,20,,502
373,content_e3ee964b3d99,client_6208ef0f77,0.9628926434944023,Refresh and review,"STALE, DECLINING, VISIBLE, MULTIPLE_SIGNALS",0.0,14439,1,-28.3,104,7790.0,299
374,content_2d62ed477efb,client_25fc0e7096,0.9628353129532801,Monitor,REVIEW,,3,0,,6,4233.0,98
375,content_d0badc80c9f1,client_6208ef0f77,0.9628235621633817,Freshness review,STALE,10.0,25,0,66.7,104,5698.0,236
376,content_6156dc6d3069,client_25fc0e7096,0.9627858520005436,Monitor,REVIEW,,3,0,,8,4149.0,132
377,content_8e31dfc81a78,client_25fc0e7096,0.9627839690553742,Monitor,REVIEW,,3,0,,8,4158.0,114
378,content_cb596f55198f,client_6208ef0f77,0.9627665328897448,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",0.0,69,0,-78.7,104,7611.0,223
379,content_0cb24ea8dd82,client_25fc0e7096,0.9627098523031774,Monitor,REVIEW,,3,0,,8,4249.0,104
380,content_95cf5ac12c1b,client_8722616204,0.9626987867539846,Freshness review,STALE,10.0,5,0,,104,4327.0,140
381,content_7ffb83d0114d,client_25fc0e7096,0.9626887571090671,Monitor,REVIEW,,3,0,,6,4106.0,123
382,content_5fae218025f1,client_8527a891e2,0.96266136634421,Refresh and review,"STALE, DECLINING, MULTIPLE_SIGNALS",10.0,7,0,-100.0,104,3180.0,348
383,content_1544109dc467,client_25fc0e7096,0.9626503148640168,Monitor,REVIEW,,3,0,,8,4166.0,120
384,content_fa17a3b177ab,client_25fc0e7096,0.9626300440638528,Monitor,REVIEW,,3,0,,8,4186.0,125
385,content_ef9bdd92b523,client_8527a891e2,0.9626252271901665,Freshness review,"STALE, HIGH_DEMAND, MULTIPLE_SIGNALS",30.0,6,0,,104,4075.0,127
